,entity,tag,sample
18541,fresh,B-PHYSICAL_QUALITY,511
18542,parsley,B-FOOD,511
18543,minced,B-PROCESS,511
18544,water,B-FOOD,511
18545,1,B-QUANTITY,511
18546,tablespoon,B-UNIT,511
18547,firmly,B-PHYSICAL_QUALITY,511
18548,packed,I-PHYSICAL_QUALITY,511
18549,sugar,B-FOOD,511
18550,1,B-QUANTITY,511
18551,tablespoon,B-UNIT,511
18552,soy,B-FOOD,511
18553,sauce,I-FOOD,511
18554,teaspoon,B-UNIT,511
18555,pepper,B-FOOD,511
18556,teaspoon,B-UNIT,511
18557,sugar,B-FOOD,511
18558,cilantro,B-FOOD,511
18559,stems,B-PART,511
18560,and,I-PART,511
18561,vegetables,B-FOOD,511
18562,drained,B-PROCESS,511
18563,6,B-QUANTITY,512
18564,cups,B-UNIT,512
18565,chicken,B-FOOD,512
18566,broth,I-FOOD,512
18567,cup,B-UNIT,512
18568,rice,B-FOOD,512
18569,3/4,B-QUANTITY,512
18570,cup,B-UNIT,512
18571,orzo,B-FOOD,512
18572,pasta,I-FOOD,512
18573,eggs,B-FOOD,512
18574,1,B-QUANTITY,512
18575,lemon,B-FOOD,512
18576,juice,B-PROCESS,512
18577,of,I-PROCESS,512
18578,fresh,B-PHYSICAL_QUALITY,512
18579,parsley,B-FOOD,512
18580,minced,B-PROCESS,512
18581,water,B-FOOD,512
18582,1,B-QUANTITY,512
18583,tablespoon,B-UNIT,512
18584,firmly,B-PHYSICAL_QUALITY,512
18585,packed,I-PHYSICAL_QUALITY,512
18586,sugar,B-FOOD,512
18587,1,B-QUANTITY,512
18588,tablespoon,B-UNIT,512
18589,soy,B-FOOD,512
18590,sauce,I-FOOD,512
18591,teaspoon,B-UNIT,512
18592,pepper,B-FOOD,512
18593,teaspoon,B-UNIT,512
18594,sugar,B-FOOD,512
18595,cilantro,B-FOOD,512
18596,stems,B-PART,512
18597,and,I-PART,512
18598,vegetables,B-FOOD,512
18599,drained,B-PROCESS,512
18600,1,B-QUANTITY,513
18601,sweet,B-TASTE,513
18602,potato,B-FOOD,513
18603,small,B-PHYSICAL_QUALITY,513
18604,2,B-QUANTITY,513
18605,tablespoons,B-UNIT,513
18606,almond,B-FOOD,513
18607,butter,I-FOOD,513
18608,slice,B-UNIT,513
18609,banana,B-FOOD,513
18610,sliced,B-PROCESS,513
18611,1,B-QUANTITY,513
18612,tablespoon,B-UNIT,513
18613,almond,B-FOOD,513
18614,roasted,B-PHYSICAL_QUALITY,513
18615,unsalted,B-TASTE,513
18616,chopped,B-PROCESS,513
18617,1,B-QUANTITY,513
18618,tablespoon,B-UNIT,513
18619,blueberry,B-FOOD,513
18620,1,B-QUANTITY,513
18621,teaspoon,B-UNIT,513
18622,honey,B-FOOD,513
18623,sugar,B-FOOD,513
18624,1,B-QUANTITY,513
18625,tablespoon,B-UNIT,513
18626,soy,B-FOOD,513
18627,sauce,I-FOOD,513
18628,teaspoon,B-UNIT,513
18629,pepper,B-FOOD,513
18630,teaspoon,B-UNIT,513
18631,sugar,B-FOOD,513
18632,cilantro,B-FOOD,513
18633,stems,B-PART,513
18634,and,I-PART,513
18635,vegetables,B-FOOD,513
18636,drained,B-PROCESS,513
18637,4,B-QUANTITY,514
18638,large,B-PHYSICAL_QUALITY,514
18639,eggs,B-FOOD,514
18640,1,B-QUANTITY,514
18641,cup,B-UNIT,514
18642,cacao,B-FOOD,514
18643,powder,I-FOOD,514
18644,1,B-QUANTITY,514
18645,cup,B-UNIT,514
18646,coconut,B-FOOD,514
18647,palm,I-FOOD,514
18648,cup,B-UNIT,514
18649,extra,B-PHYSICAL_QUALITY,514
18650,coconut,B-FOOD,514
18651,oil,I-FOOD,514
18652,teaspoons,B-UNIT,514
18653,vanilla,B-FOOD,514
18654,1/8,B-QUANTITY,514
18655,teaspoon,B-UNIT,514
18656,salt,B-FOOD,514
18657,1,B-QUANTITY,514
18658,teaspoon,B-UNIT,514
18659,honey,B-FOOD,514
18660,sugar,B-FOOD,514
18661,1,B-QUANTITY,514
18662,tablespoon,B-UNIT,514
18663,soy,B-FOOD,514
18664,sauce,I-FOOD,514
18665,teaspoon,B-UNIT,514
18666,pepper,B-FOOD,514
18667,teaspoon,B-UNIT,514
18668,sugar,B-FOOD,514
18669,cilantro,B-FOOD,514
18670,stems,B-PART,514
18671,and,I-PART,514
18672,vegetables,B-FOOD,514
18673,drained,B-PROCESS,514
18674,3,B-QUANTITY,515
18675,slices,B-UNIT,515
18676,lime,B-FOOD,515
18677,1,B-QUANTITY,515
18678,wheel,B-UNIT,515
18679,for,B-PURPOSE,515
18680,garnish,I-PURPOSE,515
18681,sprig,B-FOOD,515
18682,fresh,B-PHYSICAL_QUALITY,515
18683,mint,B-FOOD,515
18684,1,B-QUANTITY,515
18685,for,B-PURPOSE,515
18686,garnish,I-PURPOSE,515
18687,tablespoon,B-UNIT,515
18688,agave,B-FOOD,515
18689,nectar,I-FOOD,515
18690,1,B-QUANTITY,515
18691,½,I-QUANTITY,515
18692,white,B-COLOR,515
18693,rum,B-FOOD,515
18694,soda,B-FOOD,515
18695,as,B-QUANTITY,515
18696,needed,I-QUANTITY,515
18697,sugar,B-FOOD,515
18698,1,B-QUANTITY,515
18699,tablespoon,B-UNIT,515
18700,soy,B-FOOD,515
18701,sauce,I-FOOD,515
18702,teaspoon,B-UNIT,515
18703,pepper,B-FOOD,515
18704,teaspoon,B-UNIT,515
18705,sugar,B-FOOD,515
18706,cilantro,B-FOOD,515
18707,stems,B-PART,515
18708,and,I-PART,515
18709,vegetables,B-FOOD,515
18710,drained,B-PROCESS,515
18711,5,B-QUANTITY,516
18712,lbs,B-UNIT,516
18713,collard,B-FOOD,516
18714,greens,I-FOOD,516
18715,lb,B-UNIT,516
18716,bacon,B-FOOD,516
18717,1⁄2,B-QUANTITY,516
18718,onion,B-FOOD,516
18719,2,B-QUANTITY,516
18720,tablespoons,B-UNIT,516
18721,apple,B-FOOD,516
18722,cider,I-FOOD,516
18723,pepper,B-FOOD,516
18724,tablespoon,B-UNIT,516
18725,agave,B-FOOD,516
18726,nectar,I-FOOD,516
18727,1,B-QUANTITY,516
18728,½,I-QUANTITY,516
18729,white,B-COLOR,516
18730,rum,B-FOOD,516
18731,soda,B-FOOD,516
18732,as,B-QUANTITY,516
18733,needed,I-QUANTITY,516
18734,sugar,B-FOOD,516
18735,1,B-QUANTITY,516
18736,tablespoon,B-UNIT,516
18737,soy,B-FOOD,516
18738,sauce,I-FOOD,516
18739,teaspoon,B-UNIT,516
18740,pepper,B-FOOD,516
18741,teaspoon,B-UNIT,516
18742,sugar,B-FOOD,516
18743,cilantro,B-FOOD,516
18744,stems,B-PART,516
18745,and,I-PART,516
18746,vegetables,B-FOOD,516
18747,drained,B-PROCESS,516
18748,1,B-QUANTITY,517
18749,ounce,B-UNIT,517
18750,instant,B-PHYSICAL_QUALITY,517
18751,butterscotch,B-FOOD,517
18752,pudding,I-FOOD,517
18753,cups,B-UNIT,517
18754,skim,B-FOOD,517
18755,milk,I-FOOD,517
18756,cups,B-UNIT,517
18757,almond,B-FOOD,517
18758,milk,I-FOOD,517
18759,food,B-FOOD,517
18760,coloring,I-FOOD,517
18761,1,B-QUANTITY,517
18762,ounce,B-UNIT,517
18763,instant,B-PHYSICAL_QUALITY,517
18764,vanilla,B-FOOD,517
18765,pudding,I-FOOD,517
18766,cups,B-UNIT,517
18767,skim,B-FOOD,517
18768,milk,I-FOOD,517
18769,cups,B-UNIT,517
18770,almond,B-FOOD,517
18771,milk,I-FOOD,517
18772,food,B-FOOD,517
18773,coloring,I-FOOD,517
18774,8,B-QUANTITY,517
18775,ounce,B-UNIT,517
18776,carton,B-UNIT,517
18777,Cool,B-FOOD,517
18778,Whip,I-FOOD,517
18779,ounce,B-UNIT,517
18780,carton,B-UNIT,517
18781,regular,B-FOOD,517
18782,Cool,I-FOOD,517
18783,vegetables,B-FOOD,517
18784,drained,B-PROCESS,517
18785,2,B-QUANTITY,518
18786,pounds,B-UNIT,518
18787,flank,B-FOOD,518
18788,steak,I-FOOD,518
18789,ounces,B-UNIT,518
18790,condensed,B-PHYSICAL_QUALITY,518
18791,cream,B-FOOD,518
18792,of,I-FOOD,518
18793,ounces,B-UNIT,518
18794,condensed,B-PHYSICAL_QUALITY,518
18795,tomato,B-FOOD,518
18796,soup,I-FOOD,518
18797,ounce,B-UNIT,518
18798,onion,B-FOOD,518
18799,soup,I-FOOD,518
18800,instant,B-PHYSICAL_QUALITY,518
18801,vanilla,B-FOOD,518
18802,pudding,I-FOOD,518
18803,cups,B-UNIT,518
18804,skim,B-FOOD,518
18805,milk,I-FOOD,518
18806,cups,B-UNIT,518
18807,almond,B-FOOD,518
18808,milk,I-FOOD,518
18809,food,B-FOOD,518
18810,coloring,I-FOOD,518
18811,8,B-QUANTITY,518
18812,ounce,B-UNIT,518
18813,carton,B-UNIT,518
18814,Cool,B-FOOD,518
18815,Whip,I-FOOD,518
18816,ounce,B-UNIT,518
18817,carton,B-UNIT,518
18818,regular,B-FOOD,518
18819,Cool,I-FOOD,518
18820,vegetables,B-FOOD,518
18821,drained,B-PROCESS,518
18822,strawberries,B-FOOD,519
18823,Fresh,B-PHYSICAL_QUALITY,519
18824,1,B-QUANTITY,519
18825,package,B-UNIT,519
18826,baking,B-FOOD,519
18827,chips,I-FOOD,519
18828,sprinkles,B-FOOD,519
18829,10.75,B-QUANTITY,519
18830,ounces,B-UNIT,519
18831,condensed,B-PHYSICAL_QUALITY,519
18832,tomato,B-FOOD,519
18833,soup,I-FOOD,519
18834,ounce,B-UNIT,519
18835,onion,B-FOOD,519
18836,soup,I-FOOD,519
18837,instant,B-PHYSICAL_QUALITY,519
18838,vanilla,B-FOOD,519
18839,pudding,I-FOOD,519
18840,cups,B-UNIT,519
18841,skim,B-FOOD,519
18842,milk,I-FOOD,519
18843,cups,B-UNIT,519
18844,almond,B-FOOD,519
18845,milk,I-FOOD,519
18846,food,B-FOOD,519
18847,coloring,I-FOOD,519
18848,8,B-QUANTITY,519
18849,ounce,B-UNIT,519
18850,carton,B-UNIT,519
18851,Cool,B-FOOD,519
18852,Whip,I-FOOD,519
18853,ounce,B-UNIT,519
18854,carton,B-UNIT,519
18855,regular,B-FOOD,519
18856,Cool,I-FOOD,519
18857,vegetables,B-FOOD,519
18858,drained,B-PROCESS,519
18859,1,B-QUANTITY,520
18860,1⁄4,I-QUANTITY,520
18861,baja,B-FOOD,520
18862,with,B-FOOD,520
18863,1,B-QUANTITY,520
18864,1⁄2,I-QUANTITY,520
18865,cod,B-FOOD,520
18866,1,B-QUANTITY,520
18867,1/2,I-QUANTITY,520
18868,firm,B-FOOD,520
18869,white,I-FOOD,520
18870,cup,B-UNIT,520
18871,mayonnaise,B-FOOD,520
18872,1⁄4,B-QUANTITY,520
18873,cup,B-UNIT,520
18874,sour,B-FOOD,520
18875,cream,I-FOOD,520
18876,soft,B-FOOD,520
18877,taco-size,I-FOOD,520
18878,2,B-QUANTITY,520
18879,cups,B-UNIT,520
18880,green,B-COLOR,520
18881,cabbage,B-FOOD,520
18882,shredded,B-PROCESS,520
18883,food,B-FOOD,520
18884,coloring,I-FOOD,520
18885,8,B-QUANTITY,520
18886,ounce,B-UNIT,520
18887,carton,B-UNIT,520
18888,Cool,B-FOOD,520
18889,Whip,I-FOOD,520
18890,ounce,B-UNIT,520
18891,carton,B-UNIT,520
18892,regular,B-FOOD,520
18893,Cool,I-FOOD,520
18894,vegetables,B-FOOD,520
18895,drained,B-PROCESS,520
18896,3⁄4,B-QUANTITY,521
18897,cup,B-UNIT,521
18898,sugar,B-FOOD,521
18899,3,B-QUANTITY,521
18900,whole,B-PHYSICAL_QUALITY,521
18901,eggs,B-FOOD,521
18902,3,B-QUANTITY,521
18903,egg,B-FOOD,521
18904,yolks,B-PART,521
18905,2,B-QUANTITY,521
18906,teaspoons,B-UNIT,521
18907,vanilla,B-FOOD,521
18908,1,B-QUANTITY,521
18909,14,B-QUANTITY,521
18910,ounce,B-UNIT,521
18911,can,B-UNIT,521
18912,sweetened,B-TASTE,521
18913,condensed,B-PHYSICAL_QUALITY,521
18914,milk,B-FOOD,521
18915,1,B-QUANTITY,521
18916,3⁄4,I-QUANTITY,521
18917,milk,B-FOOD,521
18918,2,B-QUANTITY,521
18919,ounces,B-UNIT,521
18920,cream,B-FOOD,521
18921,cheese,I-FOOD,521
18922,8,B-QUANTITY,521
18923,ounce,B-UNIT,521
18924,carton,B-UNIT,521
18925,Cool,B-FOOD,521
18926,Whip,I-FOOD,521
18927,ounce,B-UNIT,521
18928,carton,B-UNIT,521
18929,regular,B-FOOD,521
18930,Cool,I-FOOD,521
18931,vegetables,B-FOOD,521
18932,drained,B-PROCESS,521
18933,4,B-QUANTITY,522
18934,cups,B-UNIT,522
18935,canola,B-FOOD,522
18936,for,B-PURPOSE,522
18937,frying,I-PURPOSE,522
18938,large,B-PHYSICAL_QUALITY,522
18939,shallots,B-FOOD,522
18940,sliced,B-PROCESS,522
18941,into,I-PROCESS,522
18942,cup,B-UNIT,522
18943,cornstarch,B-FOOD,522
18944,divided,B-PROCESS,522
18945,1,B-QUANTITY,522
18946,cup,B-UNIT,522
18947,buttermilk,B-FOOD,522
18948,½,B-QUANTITY,522
18949,teaspoon,B-UNIT,522
18950,kosher,B-FOOD,522
18951,to,B-QUANTITY,522
18952,1,B-QUANTITY,522
18953,3⁄4,I-QUANTITY,522
18954,milk,B-FOOD,522
18955,2,B-QUANTITY,522
18956,ounces,B-UNIT,522
18957,cream,B-FOOD,522
18958,cheese,I-FOOD,522
18959,8,B-QUANTITY,522
18960,ounce,B-UNIT,522
18961,carton,B-UNIT,522
18962,Cool,B-FOOD,522
18963,Whip,I-FOOD,522
18964,ounce,B-UNIT,522
18965,carton,B-UNIT,522
18966,regular,B-FOOD,522
18967,Cool,I-FOOD,522
18968,vegetables,B-FOOD,522
18969,drained,B-PROCESS,522
18970,2,B-QUANTITY,523
18971,cups,B-UNIT,523
18972,unsalted,B-TASTE,523
18973,butter,B-FOOD,523
18974,452,B-QUANTITY,523
18975,grams,B-UNIT,523
18976,1,B-QUANTITY,523
18977,pound,B-UNIT,523
18978,2,B-QUANTITY,523
18979,cups,B-UNIT,523
18980,sugar,B-FOOD,523
18981,1/4,B-QUANTITY,523
18982,teaspoon,B-UNIT,523
18983,salt,B-FOOD,523
18984,2,B-QUANTITY,523
18985,cups,B-UNIT,523
18986,chocolate,B-FOOD,523
18987,chips,I-FOOD,523
18988,grams,B-UNIT,523
18989,1,B-QUANTITY,523
18990,bag,B-UNIT,523
18991,semi-sweet,B-TASTE,523
18992,chopped,B-PROCESS,523
18993,chocolate,B-FOOD,523
18994,1,B-QUANTITY,523
18995,cup,B-UNIT,523
18996,pecans,B-FOOD,523
18997,finely,B-PROCESS,523
18998,chopped,I-PROCESS,523
18999,Cool,B-FOOD,523
19000,Whip,I-FOOD,523
19001,ounce,B-UNIT,523
19002,carton,B-UNIT,523
19003,regular,B-FOOD,523
19004,Cool,I-FOOD,523
19005,vegetables,B-FOOD,523
19006,drained,B-PROCESS,523
19007,1,B-QUANTITY,524
19008,10,B-QUANTITY,524
19009,ounce,B-UNIT,524
19010,can,B-UNIT,524
19011,prepared,B-PROCESS,524
19012,pizza,B-FOOD,524
19013,crust,I-FOOD,524
19014,tablespoon,B-UNIT,524
19015,butter,B-FOOD,524
19016,melted,B-PROCESS,524
19017,1⁄2,B-QUANTITY,524
19018,cup,B-UNIT,524
19019,provolone,B-FOOD,524
19020,cheese,I-FOOD,524
19021,1,B-QUANTITY,524
19022,tablespoon,B-UNIT,524
19023,parmesan,B-FOOD,524
19024,cheese,I-FOOD,524
19025,tablespoon,B-UNIT,524
19026,dried,B-PHYSICAL_QUALITY,524
19027,basil,B-FOOD,524
19028,1⁄4,B-QUANTITY,524
19029,teaspoon,B-UNIT,524
19030,garlic,B-FOOD,524
19031,salt,I-FOOD,524
19032,cup,B-UNIT,524
19033,pecans,B-FOOD,524
19034,finely,B-PROCESS,524
19035,chopped,I-PROCESS,524
19036,Cool,B-FOOD,524
19037,Whip,I-FOOD,524
19038,ounce,B-UNIT,524
19039,carton,B-UNIT,524
19040,regular,B-FOOD,524
19041,Cool,I-FOOD,524
19042,vegetables,B-FOOD,524
19043,drained,B-PROCESS,524
19044,4,B-QUANTITY,525
19045,matzoh,B-FOOD,525
19046,boards,B-UNIT,525
19047,1,B-QUANTITY,525
19048,lb,B-UNIT,525
19049,cottage,B-FOOD,525
19050,1,B-QUANTITY,525
19051,1⁄4,I-QUANTITY,525
19052,grated,B-PROCESS,525
19053,mozzarella,B-FOOD,525
19054,cheese,I-FOOD,525
19055,cup,B-UNIT,525
19056,grated,B-PROCESS,525
19057,parmesan,B-FOOD,525
19058,cheese,I-FOOD,525
19059,teaspoon,B-UNIT,525
19060,black,B-COLOR,525
19061,pepper,B-FOOD,525
19062,30,B-QUANTITY,525
19063,-34,I-QUANTITY,525
19064,prepared,B-PROCESS,525
19065,marinara,B-FOOD,525
19066,30,B-QUANTITY,525
19067,-34,I-QUANTITY,525
19068,tomato,B-FOOD,525
19069,sauce,I-FOOD,525
19070,pecans,B-FOOD,525
19071,finely,B-PROCESS,525
19072,chopped,I-PROCESS,525
19073,Cool,B-FOOD,525
19074,Whip,I-FOOD,525
19075,ounce,B-UNIT,525
19076,carton,B-UNIT,525
19077,regular,B-FOOD,525
19078,Cool,I-FOOD,525
19079,vegetables,B-FOOD,525
19080,drained,B-PROCESS,525
19081,1,B-QUANTITY,526
19082,lemon,B-FOOD,526
19083,cake,I-FOOD,526
19084,box,B-UNIT,526
19085,lemon,B-FOOD,526
19086,pudding,I-FOOD,526
19087,1,B-QUANTITY,526
19088,cup,B-UNIT,526
19089,sour,B-FOOD,526
19090,cream,I-FOOD,526
19091,cup,B-UNIT,526
19092,oil,B-FOOD,526
19093,4,B-QUANTITY,526
19094,eggs,B-FOOD,526
19095,2,B-QUANTITY,526
19096,tablespoons,B-UNIT,526
19097,lemon,B-FOOD,526
19098,juice,I-FOOD,526
19099,lemon,B-FOOD,526
19100,ounces,B-UNIT,526
19101,prepared,B-PROCESS,526
19102,marinara,B-FOOD,526
19103,30,B-QUANTITY,526
19104,-34,I-QUANTITY,526
19105,tomato,B-FOOD,526
19106,sauce,I-FOOD,526
19107,pecans,B-FOOD,526
19108,finely,B-PROCESS,526
19109,chopped,I-PROCESS,526
19110,Cool,B-FOOD,526
19111,Whip,I-FOOD,526
19112,ounce,B-UNIT,526
19113,carton,B-UNIT,526
19114,regular,B-FOOD,526
19115,Cool,I-FOOD,526
19116,vegetables,B-FOOD,526
19117,drained,B-PROCESS,526
19118,1,B-QUANTITY,527
19119,teaspoon,B-UNIT,527
19120,almond,B-FOOD,527
19121,extract,I-FOOD,527
19122,cups,B-UNIT,527
19123,rice,B-FOOD,527
19124,cereal,I-FOOD,527
19125,cup,B-UNIT,527
19126,powdered,B-PHYSICAL_QUALITY,527
19127,sugar,B-FOOD,527
19128,½,B-QUANTITY,527
19129,cup,B-UNIT,527
19130,sprinkles,B-FOOD,527
19131,225,B-QUANTITY,527
19132,g,B-UNIT,527
19133,white,B-COLOR,527
19134,chocolate,B-FOOD,527
19135,1,B-QUANTITY,527
19136,teaspoon,B-UNIT,527
19137,coconut,B-FOOD,527
19138,oil,I-FOOD,527
19139,marinara,B-FOOD,527
19140,30,B-QUANTITY,527
19141,-34,I-QUANTITY,527
19142,tomato,B-FOOD,527
19143,sauce,I-FOOD,527
19144,pecans,B-FOOD,527
19145,finely,B-PROCESS,527
19146,chopped,I-PROCESS,527
19147,Cool,B-FOOD,527
19148,Whip,I-FOOD,527
19149,ounce,B-UNIT,527
19150,carton,B-UNIT,527
19151,regular,B-FOOD,527
19152,Cool,I-FOOD,527
19153,vegetables,B-FOOD,527
19154,drained,B-PROCESS,527
19155,hot,B-FOOD,528
19156,hot,B-FOOD,528
19157,dog,I-FOOD,528
19158,diced,B-PROCESS,528
19159,feta,B-FOOD,528
19160,black,B-FOOD,528
19161,olives,I-FOOD,528
19162,red,B-COLOR,528
19163,onion,B-FOOD,528
19164,thinly,B-PROCESS,528
19165,tzatziki,B-FOOD,528
19166,Greek,B-FOOD,528
19167,olive,I-FOOD,528
19168,225,B-QUANTITY,528
19169,g,B-UNIT,528
19170,white,B-COLOR,528
19171,chocolate,B-FOOD,528
19172,1,B-QUANTITY,528
19173,teaspoon,B-UNIT,528
19174,coconut,B-FOOD,528
19175,oil,I-FOOD,528
19176,marinara,B-FOOD,528
19177,30,B-QUANTITY,528
19178,-34,I-QUANTITY,528
19179,tomato,B-FOOD,528
19180,sauce,I-FOOD,528
19181,pecans,B-FOOD,528
19182,finely,B-PROCESS,528
19183,chopped,I-PROCESS,528
19184,Cool,B-FOOD,528
19185,Whip,I-FOOD,528
19186,ounce,B-UNIT,528
19187,carton,B-UNIT,528
19188,regular,B-FOOD,528
19189,Cool,I-FOOD,528
19190,vegetables,B-FOOD,528
19191,drained,B-PROCESS,528
19192,2,B-QUANTITY,529
19193,lbs,B-UNIT,529
19194,mixed,B-COLOR,529
19195,red,B-COLOR,529
19196,yellow,B-COLOR,529
19197,purple,B-COLOR,529
19198,baby,B-FOOD,529
19199,new,I-FOOD,529
19200,2,B-QUANTITY,529
19201,tablespoons,B-UNIT,529
19202,olive,B-FOOD,529
19203,oil,I-FOOD,529
19204,tablespoons,B-UNIT,529
19205,fresh,B-PHYSICAL_QUALITY,529
19206,thyme,B-FOOD,529
19207,2,B-QUANTITY,529
19208,sprigs,B-UNIT,529
19209,rosemary,B-FOOD,529
19210,sea,B-FOOD,529
19211,to,B-QUANTITY,529
19212,taste,I-QUANTITY,529
19213,pepper,B-FOOD,529
19214,30,B-QUANTITY,529
19215,-34,I-QUANTITY,529
19216,tomato,B-FOOD,529
19217,sauce,I-FOOD,529
19218,pecans,B-FOOD,529
19219,finely,B-PROCESS,529
19220,chopped,I-PROCESS,529
19221,Cool,B-FOOD,529
19222,Whip,I-FOOD,529
19223,ounce,B-UNIT,529
19224,carton,B-UNIT,529
19225,regular,B-FOOD,529
19226,Cool,I-FOOD,529
19227,vegetables,B-FOOD,529
19228,drained,B-PROCESS,529
19229,300,B-QUANTITY,530
19230,milliliters,B-UNIT,530
19231,heavy,B-FOOD,530
19232,cream,I-FOOD,530
19233,tablespoons,B-UNIT,530
19234,instant,B-PHYSICAL_QUALITY,530
19235,coffee,B-FOOD,530
19236,powder,I-FOOD,530
19237,tablespoons,B-UNIT,530
19238,roasted,B-PHYSICAL_QUALITY,530
19239,cashew,B-FOOD,530
19240,nuts,I-FOOD,530
19241,milliliters,B-UNIT,530
19242,heavy,B-FOOD,530
19243,cream,I-FOOD,530
19244,tablespoons,B-UNIT,530
19245,instant,B-PHYSICAL_QUALITY,530
19246,coffee,B-FOOD,530
19247,powder,I-FOOD,530
19248,tablespoons,B-UNIT,530
19249,roasted,B-PHYSICAL_QUALITY,530
19250,cashew,B-FOOD,530
19251,30,B-QUANTITY,530
19252,-34,I-QUANTITY,530
19253,tomato,B-FOOD,530
19254,sauce,I-FOOD,530
19255,pecans,B-FOOD,530
19256,finely,B-PROCESS,530
19257,chopped,I-PROCESS,530
19258,Cool,B-FOOD,530
19259,Whip,I-FOOD,530
19260,ounce,B-UNIT,530
19261,carton,B-UNIT,530
19262,regular,B-FOOD,530
19263,Cool,I-FOOD,530
19264,vegetables,B-FOOD,530
19265,drained,B-PROCESS,530
19266,1,B-QUANTITY,531
19267,1,B-QUANTITY,531
19268,pound,B-UNIT,531
19269,loaf,B-UNIT,531
19270,French,B-FOOD,531
19271,baguette,I-FOOD,531
19272,cup,B-UNIT,531
19273,mayonnaise,B-FOOD,531
19274,⅓,B-QUANTITY,531
19275,cup,B-UNIT,531
19276,basil,B-FOOD,531
19277,pesto,I-FOOD,531
19278,cloves,B-UNIT,531
19279,garlic,B-FOOD,531
19280,minced,B-PROCESS,531
19281,½,B-QUANTITY,531
19282,cup,B-UNIT,531
19283,freshly,B-PROCESS,531
19284,Parmesan,B-FOOD,531
19285,cheese,I-FOOD,531
19286,to,B-QUANTITY,531
19287,cashew,B-FOOD,531
19288,30,B-QUANTITY,531
19289,-34,I-QUANTITY,531
19290,tomato,B-FOOD,531
19291,sauce,I-FOOD,531
19292,pecans,B-FOOD,531
19293,finely,B-PROCESS,531
19294,chopped,I-PROCESS,531
19295,Cool,B-FOOD,531
19296,Whip,I-FOOD,531
19297,ounce,B-UNIT,531
19298,carton,B-UNIT,531
19299,regular,B-FOOD,531
19300,Cool,I-FOOD,531
19301,vegetables,B-FOOD,531
19302,drained,B-PROCESS,531
19303,4,B-QUANTITY,532
19304,cucumbers,B-FOOD,532
19305,¼,B-QUANTITY,532
19306,cup,B-UNIT,532
19307,pesto,B-FOOD,532
19308,20,B-QUANTITY,532
19309,pieces,B-UNIT,532
19310,mini,B-PHYSICAL_QUALITY,532
19311,mozzarella,B-FOOD,532
19312,ball,I-FOOD,532
19313,tomatoes,B-FOOD,532
19314,sliced,B-PROCESS,532
19315,cloves,B-UNIT,532
19316,garlic,B-FOOD,532
19317,minced,B-PROCESS,532
19318,½,B-QUANTITY,532
19319,cup,B-UNIT,532
19320,freshly,B-PROCESS,532
19321,Parmesan,B-FOOD,532
19322,cheese,I-FOOD,532
19323,to,B-QUANTITY,532
19324,cashew,B-FOOD,532
19325,30,B-QUANTITY,532
19326,-34,I-QUANTITY,532
19327,tomato,B-FOOD,532
19328,sauce,I-FOOD,532
19329,pecans,B-FOOD,532
19330,finely,B-PROCESS,532
19331,chopped,I-PROCESS,532
19332,Cool,B-FOOD,532
19333,Whip,I-FOOD,532
19334,ounce,B-UNIT,532
19335,carton,B-UNIT,532
19336,regular,B-FOOD,532
19337,Cool,I-FOOD,532
19338,vegetables,B-FOOD,532
19339,drained,B-PROCESS,532
19340,16.5,B-QUANTITY,533
19341,oz,B-UNIT,533
19342,cookie,B-FOOD,533
19343,dough,I-FOOD,533
19344,cup,B-UNIT,533
19345,mini,B-PHYSICAL_QUALITY,533
19346,marshmallow,B-FOOD,533
19347,½,B-QUANTITY,533
19348,cup,B-UNIT,533
19349,graham,B-FOOD,533
19350,broken,B-PROCESS,533
19351,into,I-PROCESS,533
19352,cloves,B-UNIT,533
19353,garlic,B-FOOD,533
19354,minced,B-PROCESS,533
19355,½,B-QUANTITY,533
19356,cup,B-UNIT,533
19357,freshly,B-PROCESS,533
19358,Parmesan,B-FOOD,533
19359,cheese,I-FOOD,533
19360,to,B-QUANTITY,533
19361,cashew,B-FOOD,533
19362,30,B-QUANTITY,533
19363,-34,I-QUANTITY,533
19364,tomato,B-FOOD,533
19365,sauce,I-FOOD,533
19366,pecans,B-FOOD,533
19367,finely,B-PROCESS,533
19368,chopped,I-PROCESS,533
19369,Cool,B-FOOD,533
19370,Whip,I-FOOD,533
19371,ounce,B-UNIT,533
19372,carton,B-UNIT,533
19373,regular,B-FOOD,533
19374,Cool,I-FOOD,533
19375,vegetables,B-FOOD,533
19376,drained,B-PROCESS,533
19377,1,B-QUANTITY,534
19378,sweet,B-TASTE,534
19379,potato,B-FOOD,534
19380,½,B-QUANTITY,534
19381,small,B-PHYSICAL_QUALITY,534
19382,avocado,B-FOOD,534
19383,salt,B-FOOD,534
19384,to,B-QUANTITY,534
19385,taste,I-QUANTITY,534
19386,to,B-QUANTITY,534
19387,taste,I-QUANTITY,534
19388,tablespoons,B-UNIT,534
19389,corn,B-FOOD,534
19390,for,B-PURPOSE,534
19391,serving,I-PURPOSE,534
19392,sauce,B-FOOD,534
19393,for,B-PURPOSE,534
19394,freshly,B-PROCESS,534
19395,Parmesan,B-FOOD,534
19396,cheese,I-FOOD,534
19397,to,B-QUANTITY,534
19398,cashew,B-FOOD,534
